st_uuid,st_name,緯度,經度,運作狀態,GPS主機電壓,電瓶電壓,抽水量,出水量
41470e74-c74c-4be7-a51a-8f261cbd4b18,水-15,cbf4e002-bf86-4611-99ab-f79103db9584,311e9ba3-8c0b-47de-82e0-0cf716b9622c,01d8de94-4905-4a18-ad58-cabdd6330e6f,6653399a-d021-4b87-873d-fda44ace1f66,87ccab3d-0264-493c-970e-980ce9072803,d64ff600-2bdf-4988-b404-f06fddb8b9ba,6c1460f1-b4ea-4eac-81d6-75ac3c2ef734
8a91526e-4094-44e4-a55b-f56fcba1ce5f,嘉義縣政府_內田治洪池_移動式0001號機,69f4adb2-aab0-41cd-85b4-72d9e676d8b6,6b4a92af-b2fa-4629-8e0b-0a34fc463b52,,,8392734d-7ded-42de-bf90-26495621cd8a,,
d05fdd89-2d10-4152-b67c-5887698845b7,嘉義縣政府_內田治洪池_移動式0002號機,d1e1ba5e-e85d-421d-8b4b-db912928120d,22128b75-f5b6-4338-bf93-76b131ccd3ed,,,caac2838-ec85-4e59-a370-7b862d5bcd3a,,
301ba742-4286-4372-b4a1-6f4693d1ac3e,五河-21,225dff6b-a81e-4fa8-8fb0-b8eabde1c497,a0be0427-5425-4485-9b8b-a7eb592a505a,b0db8a24-1b8d-47c6-844c-80de7bdb8bdb,ab8950b9-0730-4b2c-8355-83b379267fe7,4ea6f2a9-c858-4eef-82a2-e6dab5d36dbd,fa28055b-cea3-453a-ae18-ab984cd510b0,43c67e0f-edde-42f3-9cfe-25b9fa4f8a0f
15baab75-384d-49cd-8431-ed4d340fd961,五河-52,cae0cb40-c441-496a-b0d6-36282a2d86fc,4bbd2d97-e0a8-4197-80d2-58a77882eee3,86155e58-e028-4b74-a994-a205bcca5082,7747910c-3094-4c88-8ef1-759a8ac566e7,cb5bf8b8-5153-44b5-bb89-75db4702262a,9d8bf9b5-78d5-4885-ad0c-fb61b0f74f7b,bafa1647-ed1c-427b-8c9a-5cca35d2afa0
3be18093-0939-4b89-890f-3ab9bebd9e9b,五河-53,b54101e0-5887-4c7f-b56d-fe8193082c1f,cb5c3ceb-525a-45e2-9c5e-9895ba0961a5,eb842146-fad8-497a-928a-00403c154e3c,7bcf56fd-3309-4025-a7fd-1b8324839af3,13a904db-9945-4638-9cc6-b6a537175d74,e3e78576-f2ea-49b3-b347-9ef0c8a93fb0,3a5244b5-8f38-4527-9dc5-ffa405d1b0f0
1a862e02-1364-4057-a783-1af246eff886,五河-54,4f2667e9-4a6f-4536-9a49-216b9e058982,1143b1af-5c5c-4682-be15-0b9511bfbff1,8c136b26-ec87-4f29-851d-fb35adce6d5a,0e4ff57c-6681-4caf-bfff-be1f6c4918a8,62f1299a-c81f-4c13-98a3-b583c3e28752,6f53c80c-cf47-439c-b525-bfbe3b5666b1,2272cf79-a588-44c5-b8a5-870485486473
909c6a3e-bfac-42dc-be9e-8dfbe8c0d9d7,五河-55,1797f2b7-dc36-4f3d-882b-98764875d7bf,3db82a3d-d45d-44c7-8dc9-4689fab3488a,e4cbbe9e-6392-44c3-a05b-10ed62e545f1,aef1f1cd-5ffd-4ded-9d39-6d196f32b351,b96e9e42-3f36-4b1f-9619-cb9ad509273b,ddf02339-2e2a-4a63-9f85-fa12394764bd,b67d7052-77b6-4431-a6a6-62380070619d
8317cfbe-6acb-47a9-828c-849629dea99e,五河-69,cc70eff7-88be-458f-97b7-9e4da44127d1,eb159c24-8750-4817-9f9c-eca9978bc324,0191970d-fe25-4726-9e15-e0f0abe355e3,fba4c350-ad49-4ac1-863a-8490369f1ae9,d246e198-bcd7-4314-ae50-8bf6d01cbdec,e2cc2f5b-5aac-47d9-bcb0-302896293bf0,a33bfa43-ebdc-4fdf-b39f-722487acdff8
f6ce8aa2-4edf-4375-a575-9520a6d7a3dd,五河-105,2fbe7a03-fab4-4cc8-975b-d403598a4ced,8ae01146-7ce6-4e58-b4c0-b39b4c3736c0,7dd29297-858b-4fff-a8cf-34a1599e9b52,39961c06-6fa6-4797-a985-092c196c30db,7361dfb1-cf38-4b44-ba65-6161714ec6d1,afb3825d-b4c1-44d4-bab8-cedb9cc7d99d,44f9e8c3-a5a9-4767-aa85-2d1d5d83c2da
97491e9c-7577-4fbb-adfc-6560426f7992,五河-112,575036b2-c4ba-41fa-8de3-7faf740018cb,db284109-d1ae-405e-ad69-57839196020b,84b6953e-dfcc-4e9f-a335-a972c15fb47b,7b8ee5dc-e50b-4125-88c3-d94e6744c313,640d6552-eb66-4246-a79c-7ebb846a38bb,8b3ea7a8-4dc6-4889-ad57-d801d1ade754,bf9f36fc-3f44-46bc-adc8-e30eb856dd64
76bc251d-a75b-42e5-93a3-99312ac6fa48,五河-116,6a343171-0fb8-436a-b94e-1b18117a316c,9a8fff94-0b38-4e72-9625-92ef760b881a,90fb0ca5-f344-4782-a49c-a36fbfe939be,d170ec7a-4f68-4fad-b7ae-7ec49d582d94,a379156f-ed38-477d-99ab-ef4887f89bb2,51a6342d-96c5-4a3a-881c-997fab6f4030,09306f0d-43ef-44ac-a480-4e320f7ec858
16989b8e-32db-4899-9010-4fd3c675d0e7,五河-120,e0d8ee78-8457-4ffe-bb1e-35410db193e2,9ce57da4-b8dc-43a0-9488-20e95b3e4023,9aee23f3-be7f-4dda-ae70-69a33489291a,51216239-a562-48d7-8f3b-a6d6c08555aa,520ea215-18a1-420f-b43a-cc2951c6862e,164835c7-469e-4066-a936-6f1f8a2ddc46,bed5f7ca-088e-4a83-9639-3bf942bb51f6
605fa2fe-4cb7-48da-8b25-70d68fcde72a,五河-121,62acc4b8-fc31-445d-9fb4-c589c617ad0f,de1d2a55-069c-46de-871d-e4c71b1cd046,5997ec7e-7b1d-49d7-a2d1-2090db13879d,452d7cec-81e6-40b9-894f-73ab2194910f,048dde79-ff9a-4f06-aebd-067fc2c70b30,82f1a62b-b880-439c-924b-5c15076383e9,486b6857-c8d7-4640-b51f-01070c17b921
dfac2889-c10f-4289-b280-4bbabc46a68c,五河-127,93328574-6cfc-4d22-b84f-54ce0cffade1,b6f49ea2-7f85-4d2b-bd32-ba77c56427a0,b6a250f8-a4bd-44f6-8875-c74776b4e080,b21dd571-96c1-4a83-8530-ecc5bb690348,7cfe1b84-5a56-4cba-b6a2-447ff9f29556,3c9a9d14-5af5-4910-8c9b-456b2c218db7,b7c9fd0e-57e4-4129-b9e3-cfe13a703eac
ce3bde81-f728-4798-a86b-65abd6ce92f1,五河-130,e37a8df4-3d12-4e12-9656-463225dd00c9,dd3f4883-f815-451c-9519-1429aea803b0,5ace0ec0-59ac-43f1-a2a2-43e4212d2366,bb07b9c5-4caa-4834-922f-643d2e7ff48a,4d7efc07-47ad-465a-a67c-b8ab1c52d9db,3a4ecf6b-b0cf-4899-8716-51a680e12db5,9d4cfae6-9b1c-4c5d-b6bf-b6a8db9372c1
45f379c9-5829-40c6-89ef-ba4bc13a8f99,五河-136,7ae55665-d1fe-4324-8bd0-1363b59d5d66,9d344a97-ff60-483c-aa38-a8102cdaf0a0,f51ccdb6-8751-496d-a5e7-e13f88c75b34,599ff067-5214-4af4-8f68-6362fa1034df,7aa5a77f-e11d-4333-bf94-2393f3297e2e,1d33ee52-cb99-4dea-9761-e23130b9c780,bc7a7ae0-b83b-4980-b4a9-cb05a6567d6f
16ab715b-081d-4f93-a0b9-a92ccc3a233d,五河-137,ad82191d-ecce-4c8f-a359-8fdcb5a93e38,fb680dfd-4234-4f4e-9983-d05da09e6b61,c0a6b782-8fd4-4f3f-99e7-4a8c087b3a78,2534b72d-0fef-42be-99c8-f102adf41341,b32d777c-feb0-4e6b-a57c-04b511a917dc,3d5bb974-bcbe-4f0a-aa35-e14842df7aa5,211dc709-5d74-4b8f-94e5-f81ced1c8e0e
2e812d3c-f086-4497-a8ad-cc2bdad3c316,五河-141,d952a69d-eb7c-4983-a90c-0d0c28905439,f709128b-24fc-4695-88a8-2b1e3434cddb,9fd160bc-ae2d-45b8-8e48-66933d3fac47,8537b566-99b2-4d59-8099-a029343d2e08,7229cab4-05ca-4ce8-adaa-dc04c1696c37,e18bdb0c-b419-461a-a7ba-55b80be190df,deff4b84-5e6d-434d-a21b-8f37f3c9fe5f
97b15b09-2f11-45a1-b305-d0c5b2765ef3,五河-145,3e00d6d7-0adb-4dfe-aafd-1e4e0ea8059b,e71b5e6b-5ff1-40fc-81c7-3e6f3b4d4a70,49fa1854-c79f-48ff-879b-ad9344ca8169,b2b7d20c-9ade-485c-852e-45789cb2e2c8,e62fddce-3af6-430c-a077-bc2d00ed81ef,8535281c-2eb9-4ad1-9666-fb5f95ab3603,93b52da4-c63f-4e0a-abb3-a207df960087
9611fc46-6d91-47a1-b283-e9c1f96b8203,五河-156,9f7dd42d-aa23-429d-aab7-b1b0cdd05b2a,0dacec59-fb87-4376-89cd-d688759ccd76,8695fc3e-81e8-4938-92f0-5e5d953e9f89,2470e075-980d-4cd4-9205-b8b0343c4b91,8bf76c1a-dd6d-4538-b908-b18b5d16c3b6,cff7c719-5426-4ee2-99bf-8be60a36b313,a759bbe8-99fd-4228-8f76-4c202a2c5e11
cb2f4e45-8dc5-4840-ae34-cd23a0a010b4,五河-224,b167999c-459f-406e-9e8f-16a2061c2b91,91ac6016-9733-4721-b533-acef950819a5,0e017c69-18b9-4dfd-b9d4-9d04e2b290d3,e1a6d65b-84ac-468a-9543-d32a037ac63f,dc824a56-4c85-4e76-9047-aaebdab12235,857b0a7b-6508-47bc-8478-4b90e4aa64e4,73ce2aa2-5f87-4b56-b022-b115fbc4120d
4aec3331-6a59-4549-93c0-d5add33ecfb8,五河-225,920b0888-b251-4cdc-8c75-23c740a9fdee,37cb2cfa-cbde-4f97-a1f1-61ba76515ad4,44991dab-e2b5-43cc-ac26-502e40d3faf1,0a7461bc-55d1-43e9-89a7-e6da59b0548f,9c0f925a-b85d-4e1d-8785-911052d73b70,4cae1822-c201-491b-8e8d-8bbf17da49f8,09e87aba-e02f-4ee0-9d19-f388aa35591b
aea3974e-1391-4f7f-aaf4-1291a1d47ff5,五河-226,f1ab38d6-9ab4-42c4-95ad-aa33e92c1d69,955f6139-2df2-4dd6-b7e9-97257b90e579,aa47ce58-4e76-41ba-931a-52583446ddd0,4af1ded1-f935-42b8-a6ff-114b7b03be8f,10d154ab-256b-442f-b567-c7e316e1e3f6,ba7d904f-d756-4185-b76c-f08fe1ad1feb,301d6447-1044-45e6-a57b-c54e5e0034e8
39483405-21c4-41a8-879b-91084e9593a2,五河-258,30cbd4aa-1436-426d-a69b-bf7c5b8c5357,c5008726-e3d4-499e-91d7-e0d479e7fafb,04a9750b-bf64-4471-addd-2b762f3be5f0,f7e7afbd-5dbf-44b7-93ae-dde4c73fc4ee,c68de4bf-5328-492d-ba83-f88fa4e831d3,1b54c4fe-2ec8-43d7-937f-624c7efb5db5,6f25b267-ccdd-4e17-bc71-76f712934cf2
3516d841-e195-4cfe-be1e-c523fa6e7e78,五河-259,a893c104-a02c-4c23-b763-07dee4e05769,59b21452-30b4-4619-b8b0-65aa08eb215e,b1db0ab8-7b5c-4046-97d8-fb640e75f834,adc02fa9-a834-4a48-98cb-3201431ae810,2c486bda-abc5-4802-aa8b-e5756feb0e32,066f00d6-642d-46fb-9a99-4aa657ab8745,69a9dda8-2cf8-4652-af03-648e65fbb3f1
24efbf3e-3e29-478a-a82c-b2c73c9e6c55,五河-260,19cff1ce-3e12-467e-a053-bee3bb2dfc0f,9dd21956-90a9-4625-b2f3-680ebc395183,cdebac0e-829e-49f7-ac44-f3a0c787d51e,33745dfb-1bd6-45cc-adcf-fcc65bd07753,07e65107-4614-43c0-8771-65a5d47940a2,2fc1ea5f-2bf1-478c-841a-792e1f4b2a27,2f344861-8330-4871-8aca-f2dcc3375817
02bdf1b7-27da-43ae-a5f7-94de2d2b6f64,五河-261,04825184-cffc-4c5a-91b9-f5683f09f4e5,f02f5dab-3e4c-47b7-b36d-f64d406bf35e,778dad8c-bd78-4c78-9c80-1c6426d75192,9a110927-533d-46aa-a20a-f8e987ee27a3,d315ab90-5302-4cb8-8604-7b6de58c9277,8f7b2246-d8e2-4c50-bf4e-8521b0cdc552,083b281d-2736-4038-bc6f-a6d668615a2f
dc51d45f-09a4-44f2-84ba-9a195026f730,五河-262,bf1ee37d-09dc-4f89-9bef-3fc53e3a1d98,1d541017-c8ad-40d7-a545-81c8b14a93fa,9c75bae7-c00e-4d70-9619-864582351cd5,f3d43dd6-d378-4e64-9485-f7f792e1cc3e,ed74ce7b-01ee-4080-a90d-2cb264027bdb,5d5dd886-6158-404d-aa63-5908d5c3037a,cf14596f-ad61-4297-84ec-c7b18a17bccd
526c7150-b8bf-4463-97c3-5b6d4fbf1e09,五河-263,b853318d-475b-4a3d-87f7-e77376ff449c,3bfbc6f5-6336-48ab-a266-88181480520d,2ad34d1a-2372-409d-83aa-4335fcd3075d,f7cf1f0f-954a-4e60-bf36-7192a1f187a9,674575ef-6246-448d-969a-c763dd00a091,06c028b9-1db8-43df-8745-f1ef9d2529a1,cab6b914-4301-4073-97ae-6db9c76972c6
fe781adb-33fa-4026-b3d6-4ed5ac0972c1,五河-264,9110bd4b-6077-4ffc-bca5-2b7d9c24ba7e,b1418ffb-bdcf-4d5d-a176-c703937a0c9a,de5711fa-fb2b-4aa1-8b20-53f4e920d8d9,42b6f2bf-b8dd-4c61-9f26-67c81152c3b8,cb5a4405-f381-4d36-8b03-8960e469d315,8dba5031-07a0-4837-8541-6f7bdbe0a4f8,60bf54cd-5b5a-480a-8006-9b913c95b161
e2eda803-103e-4ba3-b895-04094cee4db4,五河-265,b1116631-8c52-45be-8957-ea35025712ad,ed67c87b-e3d9-44cf-bc6f-cc0cff7519ba,af5ad3ff-6814-49d2-8690-69d6e1931ef5,1d222cbb-7d3f-4b2d-9011-95b222be1f0f,56a9da28-a483-4984-b552-3fb55afe66bb,07131e5c-7bd0-4506-8fea-61580395f3d2,5ef0ed09-6f12-4d40-9a9c-34f022a708ed
a7779d69-7305-4363-82e1-94a705aedbda,五河-266,327c334b-94f5-43b2-82a8-37cb8dfc829c,3df10d32-3232-4348-a9bd-a62aeb3fe67b,f24cd91b-762b-4e47-99f7-7e938199bed3,f77e8415-6763-44e1-95a2-c0dc75b06fdd,7d2e27ef-06d6-454b-9d2a-5f4c292419fc,2c31a49c-7640-4fcf-be52-81892c521d58,8b1a3ddf-37b6-46b5-8a55-1636bffe8fbc
6af8dbce-cbf2-45bc-8647-baa1362f98a1,五河-267,ee4b260e-3d07-4b3d-bddb-98dc540439bd,9b8f4a39-226d-49fc-9388-57d47b999374,351710ef-8e4b-4d39-be66-cbaedb3cc815,37573d2b-71ad-430d-a3fa-6f545e59efb8,89ecc81c-ef49-46ab-8ef0-9532e4e55c3d,61b0b9e4-ac01-4b1d-9350-f32878dd862b,ac8d097d-871d-4429-930c-3c224f819138
c32f779a-d7c7-41de-812d-e6967afbcc2a,五河-268,b96a201e-1ac1-4163-b8a3-4a004efd8e3a,2ccc8b2a-b9b0-457d-a7f4-fa14455c78b6,2960db34-a138-401a-8bef-86239f581f4b,cb15b686-443b-4a0a-b733-ad84e0ffa89b,33ad43a0-cfcd-4f0b-9a38-0ee824fc38b0,b2a7b651-195c-4fea-8e77-901db5fd206e,a1686476-4ec8-453a-b59c-23f65c83aa34
e7fb0c63-b605-4916-856e-d8e7896874bd,五河-269,7e414643-e671-4fb5-9d56-e650755148b0,eb04f92c-dae5-4cf1-be7f-136f2b8a83ec,1f0d8f58-b4c8-4e26-a2c2-6e816fd7b7e0,6d8c3cc0-c65c-4942-b9a9-59b2619bb495,050df1fc-ffbb-438f-a8d9-927d93ea7963,52acb293-ae45-4cf7-9ee1-4409d68a43ad,33b2db07-b1ed-49c2-b87c-2c214cd2ff34
e8f0abfd-7dd5-42ca-ae8c-b3a784d91984,五河-270,dfc8b3ee-6cf4-407c-959d-1c41d79b38a3,9025fb9d-fe8f-4e77-9299-343524835a86,1dce0abe-5be0-4ea8-a866-beb88a87fc1e,3aa0af34-ea1e-460d-a0a7-ccad5a7ec30d,322beb05-844a-4878-996a-78635c8b3df0,ba1bf147-fcdc-422f-8139-8b08558066ca,e076462d-441f-4272-b0d1-1b306c8bf495
b9f84f6c-0972-4e20-a16b-007ffc19734c,五河-271,446cf2a3-98da-4b9f-82b9-d0915f7ae496,91765700-5250-4719-893f-9871cd0f2266,88836f4a-ca3f-42d7-b40f-76f97a1833f9,0ad4578f-a7e7-49f3-864e-ce8a6c551940,eaaf4c2f-c05a-4ead-b4ab-5c58221169b1,02a03806-a39c-4833-b968-872047137e25,ca014a65-36dc-4cf0-a1bc-05c28bda14cb
9f6c2217-268d-4f43-9a46-d7159c853f55,五河-272,6b6082c5-dc63-457c-b8b7-7f6da50f9869,a5cc99cd-259c-4992-8b23-1ce6cf019fc0,b6182b2e-4cba-4131-8e38-034f2d23100f,aa2c2945-4eaa-496b-99a2-5ecee562f2a7,49fb2363-587d-4c9c-bcc2-6ef20db97540,6d5bb7a4-f9ff-4363-ac3c-9b4d907e53cb,55943a45-4400-406f-806d-020ff9fdff40
ac38cc3d-0a7f-4ca9-8518-eec11c06ed71,五河-273,8244e9ab-2129-4a68-98a3-121d264cdf7d,e8b3d109-32b1-4a40-a71f-7814edfcbc96,43f7ba04-9b2a-4e14-983e-362fef63619e,1143708f-bbdb-4fc9-bb0e-1f52daa6f579,eafcbdc0-906b-41c2-acde-086ba3cdc88f,568426af-4770-489f-b5fc-147a57b5333b,bff8d8cf-d0de-4460-bda4-8a243c9bf5c8
c0569e2a-2a74-4a34-82d8-781d18a439f4,五河-274,a24231f4-6fc9-45bb-9eb2-f8207ea67003,0afacc0f-18f7-4255-9a0a-be5e5c06639d,499f5b75-060e-45f5-8cc3-bb8b6d0484fe,f5d4f7f4-5155-4cad-9623-289ff3437609,3ae1bfe5-aec4-443c-b8a7-efba83eec8b9,ada0d14b-7d9d-4b25-ad3b-aea077a6233e,81367e9c-16a9-478d-8833-8b913aa53e8e
b5a63e73-097f-4dfd-b0a4-d5d3416ee191,五河-323,2b0ff963-7913-4b51-aade-fc1f603f9a1c,fbd58877-3971-421f-a77e-a6272a181288,5a2b059b-88bb-41d6-a782-fa5925cb237d,327fbf02-392a-469f-998c-b04f711f8d95,90811f29-82d3-4b1e-9f97-d540c49f7389,c5aed090-7823-4c38-9792-b7a5531178a0,2e70ba0a-00b0-40f3-9738-9c6f98cb51f2
2f243489-79e4-4f19-82ea-e0217648350e,五河-324,acf5b1ac-dcac-40c3-84bb-d2a57f892c7a,74d324d7-b693-44df-b3e8-36679b688dfe,544b2868-097b-4f7c-9df0-871e59944032,fa3a0640-0aa3-43cb-80e7-17bf3c2a9864,b784ac51-580a-4899-a6de-5990463e53b1,ccf7b324-28e5-46a9-a14e-033f3c4d83d2,2a09ca75-c38b-4978-8118-a520bc9c8f8b
44673a3f-a593-4632-8d41-fa9e726b1e6b,五河-325,2f6f8ac6-6904-4b8a-bdcc-640eb120c924,16948f08-c859-4d37-9349-1f81573301eb,3b99f776-1450-412f-b232-9ea59cdb5e85,1ddf8596-b4fb-42d2-8c3f-6f157ce639c9,04a2359a-6cb4-4586-841d-9a03a336a7bd,c1047b67-a4b1-4754-b5a0-dc3e6ab9f081,c5f5d349-5f46-415c-9f1a-8f11450c8604
4c95ca05-b6d3-48fa-b293-75bd50b5db02,五河-326,7b66e90e-7aa7-4cc7-9576-48019dc4e62a,6f7f952a-4462-406b-9c27-66b7ff7027e4,a373165f-c502-4627-856d-838fa757552d,029880bd-01a5-4b6f-9f4e-8c2288ef94b9,be29e415-70d0-4d19-8097-be6ce934a2c3,c6e342c8-a067-4e25-b16e-7ab20a13a82a,446d2701-6b7f-4cc8-96ee-059b673a26d6
97fbc389-37b9-4071-81de-2d300a517d2d,五河-327,d33d1d41-026a-4768-bcbc-637e0f162cb5,f2fbb16a-df10-4d50-9a89-7129c35f7ebe,15f034d5-91b2-4233-8b8c-e59468ec5697,0f0f1d47-f958-4562-b310-cb3fce35f8dc,084a0d06-7bd5-49af-8fc8-b68c48fdafa8,d43938a1-d25b-4596-a70d-d30ca76250a5,62302dcf-fe61-4692-8e84-3f19a29aeac7
45d246d4-63e2-41ce-9bd1-1fadabf4d7a7,五河-328,89f16d31-e4b1-4fbc-bf2c-c3d6579998ee,4e9a579f-bcad-4f97-a026-7dec8f1f1f68,3ad52320-2b26-420d-a46e-2b48cdc7f63d,50e10a2d-a99f-4c3e-b6c6-8af9dcaa1a15,9dd0564e-23f4-49ee-ab14-56718acfd99e,00a12d0b-9aa2-4e6a-b3ef-7930fbee747e,48f04d9f-7af5-4c2f-95e0-201d11af9a58
5bc9482a-7e8e-4475-b271-984a00481a39,五河-329,89fb90cb-258d-43f6-92a7-9e60849e2a09,9a361ad1-0c2e-49a4-b46a-dae65227f887,5fc9de4c-f6cf-4f4c-9b98-fbee10aafc38,8e4ae38c-9969-4708-9178-ba06ac9e677a,48865287-9287-4972-9894-90e236133349,a3ed84d4-3ef7-4182-ae1a-2ac988bcc49a,21561f2f-c9e8-4660-b16e-1d0f27effd13
df9f5fb2-30f2-4a20-bc98-7bd63626d453,五河-330,3ad95640-a82a-4abb-ab70-66b548524ec1,c0e3f357-8658-4810-a7a7-05216c9d8b8d,1de8fad2-ae4d-4e45-a344-f74c586b849d,b5fc6323-f8d2-4e16-bc8d-5d31a70c5a8b,9701b681-9349-4e05-8ed3-91ad42ad192f,cb9a9e0c-0fdc-433c-9546-b2569ce943ae,39d21656-7c74-4264-bacf-3643a88071e3
6a29bce4-72ed-42c0-9965-b35f73215d8d,五河-331,592fd288-c75a-493f-9558-ab5df4e773bb,09b516cb-cbbb-4388-8d91-fb00cc536645,fb3ca1c5-eff3-4891-96e7-62de792a2508,f89355b3-3867-4d93-b5a8-ef8778998ff0,2ae5186c-b4da-4506-bfd5-f8f8ffd2f5dc,f0505ee3-4e34-49fd-8209-797b1f1de037,a15d43f4-19a4-45a5-9338-30d77a7f667b
23d04a37-0f6f-44eb-98c0-8d75d92429e4,五河-332,daff5bff-3fb5-472a-9434-bc69d4a3152b,2b7e06fb-dfc9-42c5-ba1d-b79f1fb59a8e,0709d9f6-ae86-456b-b20e-6e0eb073333a,df12790e-4c1c-4919-8b66-86437f9b77ab,811e9242-c217-4667-8a97-b647cf987c2d,6d5445b9-ab7b-4e31-b38a-b11be48fe247,318f7135-3186-430b-99af-14d638bf924c
33c55564-83ba-4606-b064-47e62bc4105e,五河-333,0ee2b871-c67a-44e5-a453-24a4be0822ad,b14e561c-3e60-47a2-b60f-06c71a512f3d,db63b7f0-e55c-4835-bc9e-f494d3bc8115,6dee0035-ab8b-42b1-9f54-b6057a5312fd,71f60462-a10e-4b80-987a-986b07abc370,c0d38792-728b-4c27-967c-a2f0314bdf68,e28e64ce-1ab3-455b-92af-c502c72313d0
1f8db249-b4e2-422b-b75f-2dfa2fc8be56,五河-334,943ad705-22ea-485e-b22d-3dd40669daef,2c228e6e-5429-4a8a-962f-a092aea805d9,06fb2405-8126-4dc9-aa9c-8ec8403f13a7,ec0b6bc1-471a-46d1-93e9-c7a53d24c689,df28a39b-e7c7-4900-a7c4-7c64232ae11e,4da1f95c-c655-4e34-b0c3-8cb672122834,ddd1ffc0-248d-4108-82c8-3ff84a821fe6
3a733438-4d7e-4ea2-96da-83d860822a1f,五河-335,a26134c7-21dc-44d6-b887-5097c13a5faa,f5079dda-7d54-4bb5-8f9d-13ae71ad30bd,e5ac22a7-6b96-4f9f-b81a-39c7aeb12331,dfd47624-2324-4629-bc0e-f1b52fea137e,e9db6799-9728-42ab-90c5-64be79d782a6,796baa5e-5483-4493-87b4-55b0994c31d7,f9f4510a-3e07-4596-ae97-3f8b0c6010df
745d4f70-39f2-4d2c-b935-41e0ebb0d494,五河-336,b321fb88-a6a4-4379-8691-85498bdeef96,947e6c78-5b00-4d4b-a67e-958d3d2cedf0,0a20df4b-a291-411b-aaa8-fe73cea404e5,f7bf1c2c-40c9-4910-a51e-2bde33e721d7,6532fffc-41af-4882-9139-cdc6697627e3,cdc8c460-fdad-474a-a5ea-f988ac863a90,b91f1417-f132-4f0c-bba1-2261809c9700
898f494c-41d0-422f-94a0-3285de6b58ac,五河-337,dd323906-026e-45bf-b79e-04515addce1d,9a065846-647a-49a2-9cd7-216fe8cd219e,9cbde2af-d503-403d-9d5b-3c5a0bafd581,8fa39c43-325b-4203-868f-ca7a0e25a873,ee845174-5022-4820-9df8-586a6f289ba9,666fe680-1f5d-4946-bb08-cc477225c2ce,3515987d-a590-42b7-abbf-5f58e121b88f
d29e9f6c-3296-42a7-9cef-65d6a4d78137,五河-229,994a6537-2461-4036-8fa9-e90e85b8b418,160ea48c-2cdb-4b91-bb82-9e0192df9c3f,a195baa5-2d44-43e7-a110-c40ab16494a2,f8be809c-e549-4e62-9f4d-6601dee3aeed,671aee22-e788-4c8c-997a-64c19c1a55f4,a918040c-a213-423b-a2a5-2c30a29defbe,a1d5bdea-9a4e-407a-9e52-e4548bb9079b
bdc1b407-2040-4a2b-a9c9-01db0dd81901,五河-230,3dd40137-b376-4fe3-a0bb-59a36f51113e,bd8e6984-7f35-439e-aca2-944c105f0ef5,59fabdfb-3400-4927-84fd-b60666a9b410,ba86b796-2134-4b24-a708-dadad78ba211,4874c9ae-af62-46be-ad53-45f13b3f93d1,011c70ca-c949-488f-9cc6-71a2280b27b3,50be868d-e269-40b0-8e9b-a6bacecdcedf
b8238a38-e0ea-4f06-8622-56912a815136,五河-231,5e6059b9-08d3-48a7-9a10-0f476f7797b4,df7211b7-6e31-48a4-a14c-c97b7e2d9a22,f7e356e6-6d11-451c-9766-36a7716da362,bd819696-7441-49fc-a5da-023c417b255b,b4ba9375-956e-4d3b-b06e-246a5c28350b,4ba9ce2d-ff25-4cf0-86bb-47b8f166789a,b9dc8c0f-bbe7-447b-9b65-2b4595358440
b5c79639-3201-45fc-bb5c-9e93fef4e70a,五河-232,2fed9804-ffbb-4fdd-a69e-041de97aa85f,9f2fb02d-8eb4-49ab-a4f3-6057ec67d939,3f9c0547-1b7c-402c-a740-63e2705d61c2,3a893b74-e8e9-46cd-9a8d-e706cc800e68,3aee3893-2eda-49bd-a8a0-ba5a30a1760c,8db8afeb-4eca-4af1-b392-09213b1d7b7a,7da3507a-016a-4a1b-80f4-e7a40743dfc1
de8c7c6c-8467-45f3-aff5-bdf6d6cc1602,五河-233,9b3ed8d0-16be-4b14-ba44-de510d03eb4f,ffff07fe-eaf7-45a1-b39d-bef6821a3393,495f5ff3-5bce-4ebc-9fe5-420d6835ebb2,ef9812d7-ab0e-49be-bdf2-7b7d80a7ad22,82ec742c-c069-4c62-b2fe-a9d94337301f,21e3e69b-6464-4246-b1ca-4b61b478ecf5,82f85ab2-4e7c-46b4-9d25-7146dd641dfe
b46dfc38-6afc-427d-93a1-5aa9cf5422a9,嘉義縣-001,156e88ab-3a3a-432d-8773-c38f14f67757,206de8f7-2761-4cc4-a6ac-b09e7504d3f5,c2c05492-3b9f-4863-b5e9-d10c24bbd0bf,0e86ce48-90a1-40ad-af94-63ebf111503c,bb8413fa-8c3d-481e-877b-00fbdfed245b,0f29ec08-b20d-4f36-8bc2-49a35cbb20b1,1aac8083-9177-4171-922e-f6f2a33fb49c
f1b4ebbd-b00c-4f5e-bc74-39c5a5bd5a07,嘉義縣-002,cec5969a-50b4-4c28-9761-8cdecf73dc20,d384bf64-6090-4a8d-b844-781080154785,aa56986b-db9c-4c11-a63d-aebe826fddf2,e9b177ad-7cf3-450b-bbf9-4080d32c4a1b,f1ff3cfa-5fb9-4cfb-af61-1ba6f4b3d4b1,c13b24a2-e77c-4312-9876-27b2e2f68a1e,d4a34a69-bc89-4ff5-b910-320bcf6a917e
